Search Term,Date,Hour,Minute,User ID,Total Unique Searches,Search Depth,Time after Search
downturn,20180613,09,17,9daa3997-6dcf-e711-9404-00155d9b6db4,1,0,39.00
DPM,20180627,08,17,U001D8H,1,0,62.00
Dreyfus,20180417,12,46,U001E7M,1,0,27.00
Dreyfus,20180417,13,48,Anonymous-User,1,0,0.00
dual contract,20180511,14,33,U000DKA,1,1,190.00
dually registered,20180530,19,05,Anonymous-User,1,0,0.00
due diligence,20180501,13,59,c5efcf93-2c56-e711-8107-5065f38afab1,1,2,103.00
Due Diligence,20180409,04,24,Anonymous-User,1,4,155.00
due diligence platform,20180516,14,02,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,917.00
dutch pension,20180626,11,07,U001HJB,1,0,0.00
Dws,20180623,20,48,d153585d-011b-e811-90ce-00155d9b412e,1,1,45.00
Dws,20180624,10,30,d153585d-011b-e811-90ce-00155d9b412e,1,0,516.00
Dws,20180625,21,48,Anonymous-User,1,1,48.00
dynamics,20180606,14,12,U0015WX,1,0,39.00
e*trade,20180524,16,01,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,53.00
E*Trade,20180419,11,41,U000YML,1,0,37.00
Eastern Europe,20180510,03,25,U000N79,1,1,20.00
Eastern Europe,20180517,05,51,Anonymous-User,1,1,44.00
Eastern Europe,20180625,06,57,Anonymous-User,1,0,0.00
eastspring,20180626,07,32,600fcc36-5a71-e811-9cca-00155d9b44f8,1,9,170.00
economy,20180612,11,08,U001DBM,1,0,737.00
ed louis,20180502,16,13,Anonymous-User,1,10,143.00
edelivery,20180522,08,32,Anonymous-User,1,0,0.00
edge,20180410,10,48,U001IAT,1,0,55.00
edge,20180412,09,20,U001E7Q,1,7,204.00
Edge,20180604,04,47,1eb25951-8b0a-e811-90cd-00155d9b643b,1,3,174.00
edge 2018,20180410,10,48,U001IAT,1,0,5.00
Edge APAC edition,20180604,04,47,1eb25951-8b0a-e811-90cd-00155d9b643b,1,0,7.00
edge managed acount,20180423,14,02,82293565-bba6-e611-9403-00155d6148c2,1,1,6.00
edges,20180524,15,43,Anonymous-User,1,7,110.00
edges,20180605,16,08,U00171G,1,10,767.00
education,20180615,16,59,8537324d-78bd-e711-9402-00155d9b2fcb,1,0,50.00
edward jones,20180501,21,14,Anonymous-User,1,0,0.00
edward jones,20180511,14,09,7fdba030-f22d-e811-810e-c4346bdc0301,1,0,162.00
edward jones,20180629,11,52,4eb4b299-387a-e811-8128-c4346bdca201,1,0,38.00
Edward Jones,20180516,13,31,U001LCE,1,0,0.00
elizabeth,20180621,09,49,Anonymous-User,1,1,16.00
ellevest,20180516,12,15,90016c60-450b-e711-9403-00155d615d9c,1,1,19.00
elther,20180509,18,34,Anonymous-User,1,0,8.00
elthur,20180509,18,34,Anonymous-User,1,0,3.00
email,20180531,11,26,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,14.00
Embedded Advice,20180423,12,00,Anonymous-User,1,1,35.00
Embedded Advice,20180430,12,54,Anonymous-User,1,0,0.00
emea,20180625,13,34,U001I2I,1,4,1690.00
EMEA,20180411,11,20,Anonymous-User,1,0,0.00
EMEA,20180622,10,17,U001I2I,1,1,283.00
EMEA Institutional,20180411,10,47,ac16e870-f6a0-e611-80f0-5065f38b6122,1,0,0.00
EMEA ldi,20180611,20,11,82293565-bba6-e611-9403-00155d6148c2,1,1,77.00
emerging advisor platforms,20180607,14,03,U0001LE,1,1,1198.00
emerging market debt esg,20180625,17,42,684dd0a7-30ad-e711-9402-00155d9b58a1,1,0,5.00
emerging market esg,20180625,17,44,684dd0a7-30ad-e711-9402-00155d9b58a1,1,0,2.00
emerging markets,20180518,10,44,Anonymous-User,1,0,0.00
emerging markets,20180627,16,42,Anonymous-User,1,0,0.00
emily sweet,20180504,13,25,Anonymous-User,1,0,0.00
emoney,20180404,09,27,993361d5-50d4-e711-9404-00155d9b6db4,1,0,13.00
employee business model,20180409,11,29,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,0.00
empower,20180529,15,49,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,10.00
end client,20180605,20,28,Anonymous-User,1,0,15.00
end user asia,20180605,20,27,Anonymous-User,1,0,11.00
end user investors,20180605,20,28,Anonymous-User,1,0,8.00
endowment,20180515,14,42,U001KWM,1,0,481.00
endowment,20180531,16,44,3a052efb-8063-e811-8120-c4346bdc0371,1,0,23.00
endowment,20180606,02,41,Anonymous-User,1,0,16.00
endowment,20180628,16,31,7ce2d8c0-2751-e711-8107-5065f38afab1,1,0,19.00
endowment robo,20180628,16,42,7ce2d8c0-2751-e711-8107-5065f38afab1,1,0,7.00
endowments,20180402,11,48,Anonymous-User,1,0,0.00
endowments,20180615,14,50,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,0.00
endowments,20180627,10,33,6aa23d7f-4263-e811-811f-c4346bdcf291,1,0,38.00
endownments,20180615,14,50,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,8.00
enhanced leverage,20180417,12,38,b77654b6-9841-e811-a822-00155d9b3b30,1,0,0.00
enrollment,20180524,15,48,9fc5d764-e959-e811-bd6d-00155d9b4cc4,1,0,93.00
ENROLLMENT,20180516,15,22,041bcfa0-3b08-e811-90cd-00155d9b643b,1,0,195.00
Ensemble,20180416,14,20,U000XR9,1,4,2269.00
Enterprise Ensemble,20180417,02,36,Anonymous-User,1,0,0.00
envestnet,20180413,11,32,U001ITK,1,0,11.00
envestnet,20180511,12,37,U00106M,1,0,51.00
envestnet,20180605,09,58,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,0.00
envestnet,20180611,11,16,U001K85,1,0,252.00
Envestnet,20180606,02,38,U000XR9,1,0,84.00
Environment,20180628,15,37,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,0,60.00
environmental,20180608,11,53,U001928,1,4,230.00
environmental,20180611,15,03,Anonymous-User,1,1,8.00
epas,20180418,10,06,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,34.00
equity,20180409,09,27,U001HPR,1,0,24.00
equity,20180416,10,46,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,43.00
equity allocations,20180615,15,06,U000EQN,1,0,276.00
equity plan advisory service,20180418,10,06,c5efcf93-2c56-e711-8107-5065f38afab1,1,2,410.00
equity research,20180502,15,45,Anonymous-User,1,0,64.00
equity research,20180515,16,36,Anonymous-User,1,2,89.00
equity research revenue,20180502,15,46,Anonymous-User,1,0,10.00
eri,20180510,13,19,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,8.00
esg,20180402,17,29,U0014S2,1,1,38.00
esg,20180403,09,39,U0014S2,1,0,28.00
esg,20180403,23,08,19ec6769-8a84-e611-80f3-5065f38be1c1,1,1,42.00
esg,20180406,10,11,7b51ecbf-90bc-e611-80fb-5065f38be1c1,1,3,167.00
esg,20180409,09,18,82293565-bba6-e611-9403-00155d6148c2,1,0,8.00
esg,20180409,12,13,Anonymous-User,1,6,30.00
esg,20180409,12,14,82293565-bba6-e611-9403-00155d6148c2,1,0,6.00
esg,20180409,18,43,bc6089b4-a3e5-e711-9403-00155d9b700f,1,4,95.00
esg,20180411,13,49,82293565-bba6-e611-9403-00155d6148c2,1,2,21.00
esg,20180412,07,02,U000IZT,1,1,94.00
esg,20180413,11,33,U000K9M,1,2,63.00
esg,20180416,09,42,U000K9M,1,0,0.00
esg,20180416,12,54,Anonymous-User,1,11,352.00
esg,20180417,08,09,Anonymous-User,1,0,51.00
esg,20180419,16,40,2b36d866-522c-e811-810e-c4346bdc0301,1,2,29.00
esg,20180424,13,07,U000AD6,1,1,30.00
esg,20180426,08,53,U001IVN,1,0,72.00
esg,20180426,14,56,75a753d4-cecb-e711-8109-c4346bdca201,1,0,7.00
esg,20180427,15,01,U001D5Z,1,1,294.00
esg,20180502,10,43,Anonymous-User,1,0,0.00
esg,20180503,12,23,Anonymous-User,1,4,854.00
esg,20180507,08,46,b1aac45d-55df-e711-810b-c4346bdca201,1,0,27.00
esg,20180509,16,12,Anonymous-User,1,2,798.00
esg,20180516,11,07,c5efcf93-2c56-e711-8107-5065f38afab1,1,3,898.00
esg,20180524,08,37,Anonymous-User,1,1,1150.00
esg,20180524,17,07,b1aac45d-55df-e711-810b-c4346bdca201,1,0,21.00
esg,20180525,09,10,b1aac45d-55df-e711-810b-c4346bdca201,1,0,90.00
esg,20180525,13,31,U001KXE,1,0,590.00
esg,20180529,08,32,U0001LE,1,4,107.00
esg,20180531,16,37,ff403b42-775a-e711-8103-5065f38bf1b1,1,0,282.00
esg,20180612,18,09,Anonymous-User,1,0,0.00
esg,20180614,10,34,U001DRV,1,0,16.00
esg,20180618,16,51,Anonymous-User,1,1,25.00
esg,20180625,03,54,Anonymous-User,1,1,757.00
esg,20180625,14,15,Anonymous-User,1,0,0.00
esg,20180625,15,36,Anonymous-User,1,1,23.00
esg,20180625,17,42,684dd0a7-30ad-e711-9402-00155d9b58a1,1,0,96.00
esg,20180626,09,32,03d6ebcd-0be7-e611-80fe-5065f38a5961,1,0,0.00
esg,20180626,10,51,Anonymous-User,1,2,52.00
esg,20180628,13,27,Anonymous-User,1,3,79.00
esg,20180628,17,03,a27a3218-1dad-e711-9402-00155d9b58a1,1,0,44.00
ESG,20180406,08,06,7b51ecbf-90bc-e611-80fb-5065f38be1c1,1,0,27.00
ESG,20180408,16,27,U000W7I,1,1,11.00
ESG,20180409,10,39,9447e3ba-0073-e711-9401-00155d614304,1,0,149.00
ESG,20180411,08,20,078c5ab4-a310-e811-90ce-00155d9b90b7,1,0,82.00
ESG,20180418,05,23,7b51ecbf-90bc-e611-80fb-5065f38be1c1,1,6,591.00
ESG,20180426,14,47,75a753d4-cecb-e711-8109-c4346bdca201,1,1,94.00
ESG,20180504,09,20,b1aac45d-55df-e711-810b-c4346bdca201,1,0,49.00
ESG,20180525,11,59,535ac61e-f5a2-e711-9401-00155d9b7010,1,0,18.00
ESG,20180601,09,21,9daa3997-6dcf-e711-9404-00155d9b6db4,1,0,523.00
ESG,20180607,10,27,U001H52,1,0,296.00
ESG,20180608,11,52,U001928,1,0,41.00
ESG,20180618,11,08,U001CYD,1,0,0.00
ESG,20180620,10,09,Anonymous-User,1,1,119.00
ESG,20180625,12,23,U0016UA,1,0,25.00
ESG,20180627,16,35,U0002YT,1,3,90.00
ESG,20180628,15,36,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,0,69.00
ESG and commodities,20180620,10,13,Anonymous-User,1,0,8.00
esg bond,20180502,13,46,Anonymous-User,1,10,784.00
ESG cerulli,20180409,13,33,30dbd37d-8ff5-e711-90cd-00155d9b643b,1,0,17.00
esg fund assets,20180620,17,01,684dd0a7-30ad-e711-9402-00155d9b58a1,1,0,13.00
ESG in alternatives,20180418,06,20,7b51ecbf-90bc-e611-80fb-5065f38be1c1,1,0,16.00
ESG investing,20180518,13,22,8fdb60c0-cefa-e711-90cd-00155d9b643b,1,1,73.00
ESG investment BlackRock,20180411,08,20,078c5ab4-a310-e811-90ce-00155d9b90b7,1,0,9.00
esg june 2018,20180628,13,26,Anonymous-User,1,0,8.00
esop,20180417,11,51,Anonymous-User,1,3,70.00
espp,20180409,09,27,U001HPR,1,0,4.00
estates,20180601,12,19,U001LBQ,1,0,33.00
etf,20180401,15,50,043f59f8-70d3-e711-9404-00155d9b6db4,1,0,1593.00
etf,20180403,07,56,Anonymous-User,1,1,12.00
etf,20180403,07,58,Anonymous-User,1,0,5.00
etf,20180403,07,59,Anonymous-User,1,0,0.00
etf,20180409,08,29,cf41d3ce-739d-e711-9401-00155d9b7ba3,1,0,0.00
etf,20180413,04,42,d8aec40d-b194-e711-9401-00155d9b7ba3,1,0,0.00
etf,20180416,17,30,043f59f8-70d3-e711-9404-00155d9b6db4,1,0,0.00
etf,20180419,09,56,U0015CX,1,0,0.00
etf,20180419,14,08,Anonymous-User,1,0,0.00
etf,20180423,12,02,9447e3ba-0073-e711-9401-00155d614304,1,0,20.00
etf,20180424,14,19,U001KXE,1,1,787.00
etf,20180514,12,29,043f59f8-70d3-e711-9404-00155d9b6db4,1,0,0.00
etf,20180521,08,17,Anonymous-User,1,6,138.00
etf,20180521,11,41,U001D4Q,1,1,284.00
etf,20180614,04,29,U0011HU,1,1,1081.00
etf,20180620,04,58,Anonymous-User,1,0,0.00
etf,20180620,10,21,U000VA3,1,1,169.00
etf,20180625,15,19,U0017G3,1,1,78.00
ETF,20180405,06,19,Anonymous-User,1,3,152.00
ETF,20180410,16,39,U00160P,1,1,30.00
ETF,20180415,21,20,Anonymous-User,1,0,0.00
ETF,20180416,10,33,Anonymous-User,1,1,33.00
ETF,20180416,10,43,Anonymous-User,1,0,0.00
ETF,20180417,16,26,U000WT0,1,4,201.00
ETF,20180418,02,35,7d6aacd8-5d38-e811-bbd3-00155d9b6fb4,1,2,102.00
ETF,20180424,11,17,Anonymous-User,1,0,0.00
ETF,20180425,10,18,U001E7M,1,2,182.00
ETF,20180427,15,08,U001LDP,1,0,27.00
ETF,20180502,10,25,5b52b400-0f4e-e811-bd6d-00155d9b4cc4,1,0,0.00
ETF,20180502,11,17,5b52b400-0f4e-e811-bd6d-00155d9b4cc4,1,5,719.00
ETF,20180502,13,05,5b52b400-0f4e-e811-bd6d-00155d9b4cc4,1,0,280.00
ETF,20180506,09,24,5b52b400-0f4e-e811-bd6d-00155d9b4cc4,1,5,111.00
ETF,20180508,03,57,U000CKI,1,0,0.00
ETF,20180509,18,35,fc9976e0-a2d6-e611-80fc-5065f38a5961,1,4,433.00
ETF,20180511,09,15,Anonymous-User,1,7,134.00
ETF,20180511,13,49,c5efcf93-2c56-e711-8107-5065f38afab1,1,1,14.00
ETF,20180514,14,12,043f59f8-70d3-e711-9404-00155d9b6db4,1,0,0.00
ETF,20180516,05,53,U000XR9,1,0,141.00
ETF,20180517,04,35,U000XIH,1,0,276.00
ETF,20180517,11,31,Anonymous-User,1,0,0.00
ETF,20180517,22,09,038484ac-5241-e811-a822-00155d9b3b30,1,4,86.00
ETF,20180522,11,11,3b6571b4-5113-e811-90ce-00155d9b90b7,1,0,40.00
ETF,20180529,01,49,U0003LX,1,1,25.00
ETF,20180529,11,04,b1aac45d-55df-e711-810b-c4346bdca201,1,0,0.00
ETF,20180529,15,37,U0011PE,1,0,76.00
ETF,20180531,15,20,U0011PE,1,0,20.00
ETF,20180604,15,41,Anonymous-User,1,1,27.00
ETF,20180605,01,46,Anonymous-User,1,0,0.00
ETF,20180606,10,47,Anonymous-User,1,0,0.00
ETF,20180608,04,18,Anonymous-User,1,0,0.00
ETF,20180608,06,45,8f35ba0d-e22f-e711-9400-00155d613980,1,2,1024.00
ETF,20180608,07,53,02962363-1f93-e711-810d-5065f38afab1,1,2,79.00
ETF,20180608,14,33,Anonymous-User,1,0,0.00
ETF,20180612,08,38,daf5bc05-b53d-e811-a822-00155d9b3b30,1,0,30.00
ETF,20180613,16,50,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,0.00
ETF,20180614,03,58,U0011HU,1,0,271.00
ETF,20180615,16,58,8537324d-78bd-e711-9402-00155d9b2fcb,1,0,52.00
ETF,20180617,11,15,U0016SH,1,0,0.00
ETF,20180619,12,22,Anonymous-User,1,1,220.00
ETF,20180622,07,47,Anonymous-User,1,0,23.00
ETF,20180622,14,59,U000929,1,0,51.00
ETF,20180624,13,30,U000929,1,1,55.00
ETF,20180629,11,05,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,0.00
ETF Advice,20180606,12,35,U0011PE,1,0,134.00
ETF Advisory,20180430,14,50,U000929,1,0,148.00
ETF Advisory Packaged,20180430,14,57,U000929,1,0,8.00
ETF eductaion,20180615,17,00,8537324d-78bd-e711-9402-00155d9b2fcb,1,2,33.00
ETF Managed Portfolio,20180418,15,58,U001LIW,1,0,20.00
ETF Model,20180430,15,52,Anonymous-User,1,0,20.00
ETF models,20180430,15,52,Anonymous-User,1,0,0.00
ETF Models,20180430,14,14,U000929,1,10,2166.00
ETF Models,20180618,11,42,U000929,1,2,485.00
ETF sales trends,20180509,18,35,fc9976e0-a2d6-e611-80fc-5065f38a5961,1,0,10.00
etf strategists,20180404,16,22,U000AD6,1,2,507.00
etfs,20180424,17,38,Anonymous-User,1,4,196.00
ETFs,20180509,05,16,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,0.00
ethier,20180509,18,37,Anonymous-User,1,1,38.00
etrade,20180524,16,00,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,9.00
europe,20180412,10,02,deb26090-2fbd-e611-80fa-5065f38a5961,1,0,63.00
europe,20180507,22,32,0c43c17e-6305-e711-93ff-00155d61506f,1,0,0.00
europe,20180510,05,47,ac16e870-f6a0-e611-80f0-5065f38b6122,1,0,127.00
europe,20180516,17,03,45ac34c6-a923-e811-8110-c4346bdca201,1,0,0.00
europe,20180614,19,01,3a052efb-8063-e811-8120-c4346bdc0371,1,2,102.00
europe,20180619,11,18,Anonymous-User,1,3,381.00
Europe,20180419,18,15,Anonymous-User,1,0,30.00
Europe,20180423,07,11,Anonymous-User,1,6,216.00
Europe,20180430,08,19,Anonymous-User,1,0,0.00
Europe,20180510,05,44,ac16e870-f6a0-e611-80f0-5065f38b6122,1,0,29.00
Europe,20180510,11,23,ac16e870-f6a0-e611-80f0-5065f38b6122,1,1,36.00
Europe,20180516,10,24,Anonymous-User,1,14,955.00
Europe,20180518,16,43,ac16e870-f6a0-e611-80f0-5065f38b6122,1,0,0.00
Europe,20180525,10,13,U000VYY,1,1,69.00
Europe,20180531,11,39,d273a167-8a5e-e811-8120-c4346bdc0371,1,0,839.00
Europe,20180605,10,20,d273a167-8a5e-e811-8120-c4346bdc0371,1,6,833.00
Europe,20180612,09,23,ac16e870-f6a0-e611-80f0-5065f38b6122,1,0,0.00
Europe,20180619,14,11,dd2a3809-2029-e811-bbd3-00155d9b6fb4,1,1,36.00
Europe,20180620,19,47,Anonymous-User,1,0,0.00
Europe,20180622,16,13,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,0,262.00
Europe,20180626,12,49,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,0,121.00
Europe,20180627,10,37,97896072-d6c3-e711-9402-00155d9b2fcb,1,0,72.00
Europe,20180627,10,40,97896072-d6c3-e711-9402-00155d9b2fcb,1,0,33.00
europe asset management,20180514,14,58,U000AD6,1,0,0.00
europe cross border,20180628,09,57,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,0,50.00
europe defined contribution,20180613,08,52,8f35ba0d-e22f-e711-9400-00155d613980,1,0,8.00
europe equity,20180607,06,41,97896072-d6c3-e711-9402-00155d9b2fcb,1,8,399.00
europe ETF,20180616,10,35,U0016SH,1,0,20.00
europe fixed income,20180515,11,48,4cb89d50-0f10-e811-810e-c4346bdc0371,1,0,450.00
europe fund platform,20180507,22,30,0c43c17e-6305-e711-93ff-00155d61506f,1,0,23.00
europe monthly,20180627,10,36,97896072-d6c3-e711-9402-00155d9b2fcb,1,2,44.00
europe mutual fund,20180626,12,37,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,0,570.00
europe offshore,20180417,14,51,Anonymous-User,1,1,13.00
europe pensions,20180612,13,53,8f35ba0d-e22f-e711-9400-00155d613980,1,0,29.00
european,20180613,09,59,8f35ba0d-e22f-e711-9400-00155d613980,1,0,0.00
european,20180615,06,48,U00181X,1,1,34.00
european,20180618,08,14,8f35ba0d-e22f-e711-9400-00155d613980,1,0,245.00
european,20180625,13,28,U001I2I,1,1,31.00
European al,20180511,09,35,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,14.00
european alternative,20180627,06,26,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,0.00
European alternative,20180511,09,31,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,18.00
European alternative,20180511,09,35,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,49.00
European Alternative,20180628,11,40,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,0,52.00
european alternative investment,20180619,05,22,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,1680.00
European Alternative Products and Strategies,20180403,16,10,U000Z43,1,0,0.00
european alternatives,20180427,08,21,Anonymous-User,1,1,5.00
european dc,20180613,08,52,8f35ba0d-e22f-e711-9400-00155d613980,1,0,20.00
european defined contribution,20180614,07,56,8f35ba0d-e22f-e711-9400-00155d613980,1,1,9.00
european defined contribution,20180615,03,35,8f35ba0d-e22f-e711-9400-00155d613980,1,0,0.00
european distribution,20180524,08,57,Anonymous-User,1,2,51.00
european distribution,20180524,11,25,Anonymous-User,1,1,49.00
european distribution,20180625,12,18,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,1,104.00
European distribution,20180627,14,02,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,1,999.00
european distribution dyn,20180508,14,39,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,7.00
european distribution dyn,20180511,10,19,c5efcf93-2c56-e711-8107-5065f38afab1,1,2,10.00
european distribution dynamics,20180501,11,02,Anonymous-User,1,2,54.00
european distribution dynamics,20180508,05,53,Anonymous-User,1,0,861.00
european distribution dynamics,20180508,14,06,Anonymous-User,1,16,1477.00
european distribution dynamics,20180508,14,37,c5efcf93-2c56-e711-8107-5065f38afab1,1,1,129.00
european distribution dynamics,20180509,05,09,U001FAM,1,1,30.00
european distribution dynamics,20180509,05,18,Anonymous-User,1,1,14.00
european distribution dynamics,20180509,08,06,U0018GU,1,1,36.00
european distribution dynamics,20180509,09,32,Anonymous-User,1,1,9.00
european distribution dynamics,20180510,11,25,ac16e870-f6a0-e611-80f0-5065f38b6122,1,2,31.00
european distribution dynamics,20180510,12,31,c5efcf93-2c56-e711-8107-5065f38afab1,1,12,1706.00
european distribution dynamics,20180510,15,53,ac16e870-f6a0-e611-80f0-5065f38b6122,1,0,0.00
european distribution dynamics,20180511,06,46,Anonymous-User,1,1,23.00
european distribution dynamics,20180516,10,45,Anonymous-User,1,1,6.00
european distribution dynamics,20180618,08,54,Anonymous-User,1,2,832.00
european distribution dynamics,20180618,11,08,Anonymous-User,1,1,69.00
european distribution dynamics,20180620,05,15,Anonymous-User,1,1,15.00
european distribution dynamics,20180620,09,22,Anonymous-User,1,1,42.00
european distribution dynamics,20180627,05,08,c5efcf93-2c56-e711-8107-5065f38afab1,1,2,1390.00
european distribution dynamics,20180627,11,18,c5efcf93-2c56-e711-8107-5065f38afab1,1,2,1717.00
european distribution dynamics,20180628,08,37,Anonymous-User,1,1,6.00
european distribution dynamics,20180628,09,54,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,3,180.00
european distribution dynamics,20180629,04,43,Anonymous-User,1,1,20.00
european distribution dynamics,20180629,05,56,c5efcf93-2c56-e711-8107-5065f38afab1,1,1,20.00
European distribution dynamics,20180605,07,02,Anonymous-User,1,1,12.00
European Distribution Dynamics,20180627,14,23,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,2,58.00
European Distribution Dynamics,20180627,14,29,db94d40e-7c6a-e811-9cca-00155d9b44f8,1,3,59.00
european distribution dynamics 2015,20180608,10,31,fe6a8b2f-ee16-e811-90ce-00155d9b90b7,1,1,96.00
European Distribution Dynamics 2017: Managing Complexity as Opportunities Evolve,20180510,10,04,8a1b9282-4454-e811-bd6d-00155d9b4cc4,1,2,68.00
european distribution dynamics 2018,20180508,14,03,Anonymous-User,1,0,199.00
European Distribution Dynamics 2018,20180514,11,37,Anonymous-User,1,0,0.00
European Distribution Dynamics 2018: Addressing a Shifting Landscape,20180509,05,26,Anonymous-User,1,0,0.00
European Distribution Dynamics 2018: Addressing a Shifting Landscape,20180509,09,26,ac16e870-f6a0-e611-80f0-5065f38b6122,1,2,1046.00
European Distribution Dynamics 2018: Addressing a Shifting Landscape,20180510,06,57,Anonymous-User,1,1,6.00
European Distribution Dynamics 2018: Addressing the Shifting Landscape,20180509,03,33,Anonymous-User,1,1,5.00
European Distribution Dynamics 2018: Addressing the Shifting Landscape,20180509,04,02,Anonymous-User,1,1,21.00
European Distribution Dynamics 2018: Addressing the Shifting Landscape,20180509,04,07,U001HJB,1,1,9.00
European Distribution Dynamics 2018: Addressing the Shifting Landscape,20180509,04,53,Anonymous-User,1,0,0.00
EUropean Dynamics,20180523,11,10,1eb25951-8b0a-e811-90cd-00155d9b643b,1,3,374.00
european fund,20180524,11,23,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,11.00
european fund platforms,20180615,02,54,Anonymous-User,1,0,0.00
european fund selector,20180524,11,23,c5efcf93-2c56-e711-8107-5065f38afab1,1,0,0.00
european institutional dynamics,20180516,10,44,Anonymous-User,1,1,43.00
